Symbol,Metric,PrevDay,PrevDay2,PrevLastHr,DelivPct,DelivPctPrev,Open,dTC,dBC,wTC,wBC,09:20,09:30,09:50,10:10,10:20,10:30,10:50,11:00,11:10,11:20,11:40,12:00,12:20,12:30,12:50,13:00,13:20,13:30,13:50,14:00,14:20,14:30
ASTRAL,CALL OI,1787,1787,,,,,,,,,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706
ASTRAL,PUT VOL,5890,3623,,,,,,,,,5890,5890,5890,5890,5890,5890,5890,5890,5890,5890,5890,5890,5890,5890,5890,5890,5890,5890,5890,5890,5890,5890
ASTRAL,PUT OI,2282,2282,,,,,,,,,2518,2518,2518,2518,2518,2518,2518,2518,2518,2518,2518,2518,2518,2518,2518,2518,2518,2518,2518,2518,2518,2518
AUBANK,PRICE,1058.9,1054.7,,,,,1055.0,1047.2,1071.85,1067.28,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0
AUBANK,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUBANK,CASH VOL,1058773,1126434,359654,47.94,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUBANK,F&O VOL,16182,17558,,,,,,,,,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182,16182
AUBANK,F&O OI,38329,38329,,,,,,,,,38649,38649,38649,38649,38649,38649,38649,38649,38649,38649,38649,38649,38649,38649,38649,38649,38649,38649,38649,38649,38649,38649
AUBANK,CALL VOL,9018,9677,,,,,,,,,9018,9018,9018,9018,9018,9018,9018,9018,9018,9018,9018,9018,9018,9018,9018,9018,9018,9018,9018,9018,9018,9018
AUBANK,CALL OI,6509,6509,,,,,,,,,6773,6773,6773,6773,6773,6773,6773,6773,6773,6773,6773,6773,6773,6773,6773,6773,6773,6773,6773,6773,6773,6773
AUBANK,PUT VOL,4739,5150,,,,,,,,,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739
AUBANK,PUT OI,6134,6134,,,,,,,,,6146,6146,6146,6146,6146,6146,6146,6146,6146,6146,6146,6146,6146,6146,6146,6146,6146,6146,6146,6146,6146,6146
AUROPHARMA,PRICE,1679.8,1668.4,,,,,1676.02,1668.45,1658.8,1655.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0,1679.0
AUROPHARMA,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUROPHARMA,CASH VOL,494251,798368,164497,50.35,54.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUROPHARMA,F&O VOL,10093,13134,,,,,,,,,10093,10093,10093,10093,10093,10093,10093,10093,10093,10093,10093,10093,10093,10093,10093,10093,10093,10093,10093,10093,10093,10093
AUROPHARMA,F&O OI,36549,36549,,,,,,,,,36668,36668,36668,36668,36668,36668,36668,36668,36668,36668,36668,36668,36668,36668,36668,36668,36668,36668,36668,36668,36668,36668
AUROPHARMA,CALL VOL,5222,4449,,,,,,,,,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222,5222
AUROPHARMA,CALL OI,8551,8551,,,,,,,,,8663,8663,8663,8663,8663,8663,8663,8663,8663,8663,8663,8663,8663,8663,8663,8663,8663,8663,8663,8663,8663,8663
AUROPHARMA,PUT VOL,2797,5733,,,,,,,,,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,2797
AUROPHARMA,PUT OI,3829,3829,,,,,,,,,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790,3790
AXISBANK,PRICE,1246.0,1246.0,,,,,1244.43,1241.3,1270.45,1265.35,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0
AXISBANK,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXISBANK,CASH VOL,4562285,4150654,1426390,57.75,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXISBANK,F&O VOL,84763,81231,,,,,,,,,84763,84763,84763,84763,84763,84763,84763,84763,84763,84763,84763,84763,84763,84763,84763,84763,84763,84763,84763,84763,84763,84763
AXISBANK,F&O OI,202378,202378,,,,,,,,,201686,201686,201686,201686,201686,201686,201686,201686,201686,201686,201686,201686,201686,201686,201686,201686,201686,201686,201686,201686,201686,201686
AXISBANK,CALL VOL,39163,40305,,,,,,,,,39163,39163,39163,39163,39163,39163,39163,39163,39163,39163,39163,39163,39163,39163,39163,39163,39163,39163,39163,39163,39163,39163
AXISBANK,CALL OI,25381,25381,,,,,,,,,25156,25156,25156,25156,25156,25156,25156,25156,25156,25156,25156,25156,25156,25156,25156,25156,25156,25156,25156,25156,25156,25156
AXISBANK,PUT VOL,32184,31096,,,,,,,,,32184,32184,32184,32184,32184,32184,32184,32184,32184,32184,32184,32184,32184,32184,32184,32184,32184,32184,32184,32184,32184,32184
AXISBANK,PUT OI,16992,16992,,,,,,,,,17341,17341,17341,17341,17341,17341,17341,17341,17341,17341,17341,17341,17341,17341,17341,17341,17341,17341,17341,17341,17341,17341
BAJAJ-AUTO,PRICE,11678.0,11768.0,,,,,11660.67,11626.0,12074.0,11970.67,11678.0,11678.0,11678.0,11678.0,11678.0,11678.0,11678.0,11678.0,11678.0,11678.0,11678.0,11678.0,11678.0,11678.0,11678.0,11678.0,11678.0,11678.0,11678.0,11678.0,11678.0,11678.0
BAJAJ-AUTO,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJ-AUTO,CASH VOL,214731,121394,49384,64.81,44.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJ-AUTO,F&O VOL,41178,27410,,,,,,,,,41178,41178,41178,41178,41178,41178,41178,41178,41178,41178,41178,41178,41178,41178,41178,41178,41178,41178,41178,41178,41178,41178
BAJAJ-AUTO,F&O OI,58463,58463,,,,,,,,,59004,59004,59004,59004,59004,59004,59004,59004,59004,59004,59004,59004,59004,59004,59004,59004,59004,59004,59004,59004,59004,59004
BAJAJ-AUTO,CALL VOL,13121,8129,,,,,,,,,13121,13121,13121,13121,13121,13121,13121,13121,13121,13121,13121,13121,13121,13121,13121,13121,13121,13121,13121,13121,13121,13121
BAJAJ-AUTO,CALL OI,8100,8100,,,,,,,,,7799,7799,7799,7799,7799,7799,7799,7799,7799,7799,7799,7799,7799,7799,7799,7799,7799,7799,7799,7799,7799,7799
BAJAJ-AUTO,PUT VOL,12860,7932,,,,,,,,,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860,12860
BAJAJ-AUTO,PUT OI,10511,10511,,,,,,,,,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968
BAJAJFINSV,PRICE,1913.5,1940.5,,,,,1912.5,1910.5,1969.53,1968.6,1913.0,1913.0,1913.0,1913.0,1913.0,1913.0,1913.0,1913.0,1913.0,1913.0,1913.0,1913.0,1913.0,1913.0,1913.0,1913.0,1913.0,1913.0,1913.0,1913.0,1913.0,1913.0
BAJAJFINSV,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJFINSV,CASH VOL,762375,658197,264477,52.03,51.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJFINSV,F&O VOL,31893,10016,,,,,,,,,31893,31893,31893,31893,31893,31893,31893,31893,31893,31893,31893,31893,31893,31893,31893,31893,31893,31893,31893,31893,31893,31893
BAJAJFINSV,F&O OI,57888,57888,,,,,,,,,59705,59705,59705,59705,59705,59705,59705,59705,59705,59705,59705,59705,59705,59705,59705,59705,59705,59705,59705,59705,59705,59705
BAJAJFINSV,CALL VOL,13573,4347,,,,,,,,,13573,13573,13573,13573,13573,13573,13573,13573,13573,13573,13573,13573,13573,13573,13573,13573,13573,13573,13573,13573,13573,13573
BAJAJFINSV,CALL OI,10468,10468,,,,,,,,,13528,13528,13528,13528,13528,13528,13528,13528,13528,13528,13528,13528,13528,13528,13528,13528,13528,13528,13528,13528,13528,13528
BAJAJFINSV,PUT VOL,8467,2751,,,,,,,,,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467,8467
BAJAJFINSV,PUT OI,7893,7893,,,,,,,,,8608,8608,8608,8608,8608,8608,8608,8608,8608,8608,8608,8608,8608,8608,8608,8608,8608,8608,8608,8608,8608,8608
BAJAJHLDNG,PRICE,11134.0,10992.0,,,,,11100.67,11034.0,11191.5,11171.83,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0
BAJAJHLDNG,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJHLDNG,CASH VOL,49910,18035,14404,48.4,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJHLDNG,F&O VOL,1945,411,,,,,,,,,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945
BAJAJHLDNG,F&O OI,4919,4919,,,,,,,,,4893,4893,4893,4893,4893,4893,4893,4893,4893,4893,4893,4893,4893,4893,4893,4893,4893,4893,4893,4893,4893,4893
BAJAJHLDNG,CALL VOL,1285,141,,,,,,,,,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285
BAJAJHLDNG,CALL OI,749,749,,,,,,,,,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823
BAJAJHLDNG,PUT VOL,83,39,,,,,,,,,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
BAJAJHLDNG,PUT OI,447,447,,,,,,,,,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436
BAJFINANCE,PRICE,1034.5,1043.5,,,,,1031.35,1025.05,1056.73,1049.2,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0,1034.0
BAJFINANCE,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJFINANCE,CASH VOL,5411299,3902988,1424380,64.25,65.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJFINANCE,F&O VOL,54142,20388,,,,,,,,,54142,54142,54142,54142,54142,54142,54142,54142,54142,54142,54142,54142,54142,54142,54142,54142,54142,54142,54142,54142,54142,54142
BAJFINANCE,F&O OI,138570,138570,,,,,,,,,141662,141662,141662,141662,141662,141662,141662,141662,141662,141662,141662,141662,141662,141662,141662,141662,141662,141662,141662,141662,141662,141662
BAJFINANCE,CALL VOL,16602,6323,,,,,,,,,16602,16602,16602,16602,16602,16602,16602,16602,16602,16602,16602,16602,16602,16602,16602,16602,16602,16602,16602,16602,16602,16602
BAJFINANCE,CALL OI,7563,7563,,,,,,,,,8662,8662,8662,8662,8662,8662,8662,8662,8662,8662,8662,8662,8662,8662,8662,8662,8662,8662,8662,8662,8662,8662
BAJFINANCE,PUT VOL,16470,5446,,,,,,,,,16470,16470,16470,16470,16470,16470,16470,16470,16470,16470,16470,16470,16470,16470,16470,16470,16470,16470,16470,16470,16470,16470
BAJFINANCE,PUT OI,11889,11889,,,,,,,,,12703,12703,12703,12703,12703,12703,12703,12703,12703,12703,12703,12703,12703,12703,12703,12703,12703,12703,12703,12703,12703,12703
BANDHANBNK,PRICE,176.52,174.0,,,,,175.91,174.69,164.54,163.71,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0
BANDHANBNK,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANDHANBNK,CASH VOL,25334991,11859976,2756852,57.58,55.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANDHANBNK,F&O VOL,5023,1923,,,,,,,,,5023,5023,5023,5023,5023,5023,5023,5023,5023,5023,5023,5023,5023,5023,5023,5023,5023,5023,5023,5023,5023,5023
BANDHANBNK,F&O OI,54468,54468,,,,,,,,,50689,50689,50689,50689,50689,50689,50689,50689,50689,50689,50689,50689,50689,50689,50689,50689,50689,50689,50689,50689,50689,50689
BANDHANBNK,CALL VOL,1533,762,,,,,,,,,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533
BANDHANBNK,CALL OI,9338,9338,,,,,,,,,8374,8374,8374,8374,8374,8374,8374,8374,8374,8374,8374,8374,8374,8374,8374,8374,8374,8374,8374,8374,8374,8374
BANDHANBNK,PUT VOL,859,405,,,,,,,,,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859
BANDHANBNK,PUT OI,6104,6104,,,,,,,,,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620,5620
BANKBARODA,PRICE,238.13,237.62,,,,,237.49,236.22,240.0,239.33,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0
BANKBARODA,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKBARODA,CASH VOL,7018275,8949331,1996800,52.12,47.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKBARODA,F&O VOL,21648,42820,,,,,,,,,21648,21648,21648,21648,21648,21648,21648,21648,21648,21648,21648,21648,21648,21648,21648,21648,21648,21648,21648,21648,21648,21648
BANKBARODA,F&O OI,84184,84184,,,,,,,,,83631,83631,83631,83631,83631,83631,83631,83631,83631,83631,83631,83631,83631,83631,83631,83631,83631,83631,83631,83631,83631,83631
BANKBARODA,CALL VOL,12046,24351,,,,,,,,,12046,12046,12046,12046,12046,12046,12046,12046,12046,12046,12046,12046,12046,12046,12046,12046,12046,12046,12046,12046,12046,12046
BANKBARODA,CALL OI,14671,14671,,,,,,,,,14298,14298,14298,14298,14298,14298,14298,14298,14298,14298,14298,14298,14298,14298,14298,14298,14298,14298,14298,14298,14298,14298
BANKBARODA,PUT VOL,5894,11985,,,,,,,,,5894,5894,5894,5894,5894,5894,5894,5894,5894,5894,5894,5894,5894,5894,5894,5894,5894,5894,5894,5894,5894,5894
BANKBARODA,PUT OI,11101,11101,,,,,,,,,11139,11139,11139,11139,11139,11139,11139,11139,11139,11139,11139,11139,11139,11139,11139,11139,11139,11139,11139,11139,11139,11139
BANKINDIA,PRICE,140.0,141.0,,,,,139.56,138.68,144.4,143.19,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0
BANKINDIA,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKINDIA,CASH VOL,4385344,5321538,1387741,36.27,45.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKINDIA,F&O VOL,6516,6059,,,,,,,,,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516
BANKINDIA,F&O OI,27250,27250,,,,,,,,,27430,27430,27430,27430,27430,27430,27430,27430,27430,27430,27430,27430,27430,27430,27430,27430,27430,27430,27430,27430,27430,27430
BANKINDIA,CALL VOL,2560,3274,,,,,,,,,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560
BANKINDIA,CALL OI,4554,4554,,,,,,,,,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664
BANKINDIA,PUT VOL,2496,986,,,,,,,,,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496
BANKINDIA,PUT OI,5433,5433,,,,,,,,,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467,5467
BDL,PRICE,1190.0,1195.0,,,,,1186.17,1178.5,1262.0,1257.33,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0
BDL,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDL,CASH VOL,974802,1240303,206969,33.34,31.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDL,F&O VOL,29883,33162,,,,,,,,,29883,29883,29883,29883,29883,29883,29883,29883,29883,29883,29883,29883,29883,29883,29883,29883,29883,29883,29883,29883,29883,29883
BDL,F&O OI,59448,59448,,,,,,,,,60994,60994,60994,60994,60994,60994,60994,60994,60994,60994,60994,60994,60994,60994,60994,60994,60994,60994,60994,60994,60994,60994
BDL,CALL VOL,10604,8850,,,,,,,,,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604,10604
BDL,CALL OI,7543,7543,,,,,,,,,8611,8611,8611,8611,8611,8611,8611,8611,8611,8611,8611,8611,8611,8611,8611,8611,8611,8611,8611,8611,8611,8611
BDL,PUT VOL,7557,10504,,,,,,,,,7557,7557,7557,7557,7557,7557,7557,7557,7557,7557,7557,7557,7557,7557,7557,7557,7557,7557,7557,7557,7557,7557
BDL,PUT OI,8164,8164,,,,,,,,,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210,8210
BEL,PRICE,404.35,405.0,,,,,403.68,402.32,408.0,406.23,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0
BEL,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,CASH VOL,7805974,8716895,2164502,61.42,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,F&O VOL,35709,45122,,,,,,,,,35709,35709,35709,35709,35709,35709,35709,35709,35709,35709,35709,35709,35709,35709,35709,35709,35709,35709,35709,35709,35709,35709
BEL,F&O OI,136812,136812,,,,,,,,,135939,135939,135939,135939,135939,135939,135939,135939,135939,135939,135939,135939,135939,135939,135939,135939,135939,135939,135939,135939,135939,135939
BEL,CALL VOL,18971,22797,,,,,,,,,18971,18971,18971,18971,18971,18971,18971,18971,18971,18971,18971,18971,18971,18971,18971,18971,18971,18971,18971,18971,18971,18971
BEL,CALL OI,25562,25562,,,,,,,,,25558,25558,25558,25558,25558,25558,25558,25558,25558,25558,25558,25558,25558,25558,25558,25558,25558,25558,25558,25558,25558,25558
BEL,PUT VOL,8818,10900,,,,,,,,,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818,8818
BEL,PUT OI,16314,16314,,,,,,,,,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236,16236
BHARATFORG,PRICE,1944.9,1954.9,,,,,1939.35,1928.25,1998.55,1970.18,1944.0,1944.0,1944.0,1944.0,1944.0,1944.0,1944.0,1944.0,1944.0,1944.0,1944.0,1944.0,1944.0,1944.0,1944.0,1944.0,1944.0,1944.0,1944.0,1944.0,1944.0,1944.0
BHARATFORG,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARATFORG,CASH VOL,283776,403296,97474,40.07,49.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARATFORG,F&O VOL,11921,7794,,,,,,,,,11921,11921,11921,11921,11921,11921,11921,11921,11921,11921,11921,11921,11921,11921,11921,11921,11921,11921,11921,11921,11921,11921
BHARATFORG,F&O OI,29567,29567,,,,,,,,,30197,30197,30197,30197,30197,30197,30197,30197,30197,30197,30197,30197,30197,30197,30197,30197,30197,30197,30197,30197,30197,30197
BHARATFORG,CALL VOL,4937,2324,,,,,,,,,4937,4937,4937,4937,4937,4937,4937,4937,4937,4937,4937,4937,4937,4937,4937,4937,4937,4937,4937,4937,4937,4937
BHARATFORG,CALL OI,2594,2594,,,,,,,,,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096,3096
BHARATFORG,PUT VOL,2365,2489,,,,,,,,,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365
BHARATFORG,PUT OI,3520,3520,,,,,,,,,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551
BHARTIARTL,PRICE,1831.1,1839.0,,,,,1841.25,1834.48,1856.5,1845.5,1831.0,1831.0,1831.0,1831.0,1831.0,1831.0,1831.0,1831.0,1831.0,1831.0,1831.0,1831.0,1831.0,1831.0,1831.0,1831.0,1831.0,1831.0,1831.0,1831.0,1831.0,1831.0
BHARTIARTL,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARTIARTL,CASH VOL,4181325,4588126,1157232,71.18,65.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARTIARTL,F&O VOL,88972,82709,,,,,,,,,88972,88972,88972,88972,88972,88972,88972,88972,88972,88972,88972,88972,88972,88972,88972,88972,88972,88972,88972,88972,88972,88972
BHARTIARTL,F&O OI,214665,214665,,,,,,,,,216743,216743,216743,216743,216743,216743,216743,216743,216743,216743,216743,216743,216743,216743,216743,216743,216743,216743,216743,216743,216743,216743
BHARTIARTL,CALL VOL,48660,46479,,,,,,,,,48660,48660,48660,48660,48660,48660,48660,48660,48660,48660,48660,48660,48660,48660,48660,48660,48660,48660,48660,48660,48660,48660
BHARTIARTL,CALL OI,27442,27442,,,,,,,,,31120,31120,31120,31120,31120,31120,31120,31120,31120,31120,31120,31120,31120,31120,31120,31120,31120,31120,31120,31120,31120,31120
BHARTIARTL,PUT VOL,24335,22731,,,,,,,,,24335,24335,24335,24335,24335,24335,24335,24335,24335,24335,24335,24335,24335,24335,24335,24335,24335,24335,24335,24335,24335,24335
BHARTIARTL,PUT OI,23077,23077,,,,,,,,,23012,23012,23012,23012,23012,23012,23012,23012,23012,23012,23012,23012,23012,23012,23012,23012,23012,23012,23012,23012,23012,23012
BHEL,PRICE,431.0,429.5,,,,,429.2,425.6,430.16,428.27,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0
BHEL,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHEL,CASH VOL,6548117,3963862,1040499,35.09,44.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHEL,F&O VOL,36248,18842,,,,,,,,,36248,36248,36248,36248,36248,36248,36248,36248,36248,36248,36248,36248,36248,36248,36248,36248,36248,36248,36248,36248,36248,36248
BHEL,F&O OI,52738,52738,,,,,,,,,52347,52347,52347,52347,52347,52347,52347,52347,52347,52347,52347,52347,52347,52347,52347,52347,52347,52347,52347,52347,52347,52347
BHEL,CALL VOL,15933,7883,,,,,,,,,15933,15933,15933,15933,15933,15933,15933,15933,15933,15933,15933,15933,15933,15933,15933,15933,15933,15933,15933,15933,15933,15933
BHEL,CALL OI,8922,8922,,,,,,,,,8521,8521,8521,8521,8521,8521,8521,8521,8521,8521,8521,8521,8521,8521,8521,8521,8521,8521,8521,8521,8521,8521
BHEL,PUT VOL,9051,5704,,,,,,,,,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051
BHEL,PUT OI,5383,5383,,,,,,,,,5417,5417,5417,5417,5417,5417,5417,5417,5417,5417,5417,5417,5417,5417,5417,5417,5417,5417,5417,5417,5417,5417
BIOCON,PRICE,390.65,391.65,,,,,390.75,390.68,400.95,398.58,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0
BIOCON,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOCON,CASH VOL,3665623,4737510,529582,44.08,58.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOCON,F&O VOL,46754,25174,,,,,,,,,46754,46754,46754,46754,46754,46754,46754,46754,46754,46754,46754,46754,46754,46754,46754,46754,46754,46754,46754,46754,46754,46754
BIOCON,F&O OI,45518,45518,,,,,,,,,44497,44497,44497,44497,44497,44497,44497,44497,44497,44497,44497,44497,44497,44497,44497,44497,44497,44497,44497,44497,44497,44497
BIOCON,CALL VOL,24859,13131,,,,,,,,,24859,24859,24859,24859,24859,24859,24859,24859,24859,24859,24859,24859,24859,24859,24859,24859,24859,24859,24859,24859,24859,24859
BIOCON,CALL OI,8267,8267,,,,,,,,,6411,6411,6411,6411,6411,6411,6411,6411,6411,6411,6411,6411,6411,6411,6411,6411,6411,6411,6411,6411,6411,6411
BIOCON,PUT VOL,12001,5433,,,,,,,,,12001,12001,12001,12001,12001,12001,12001,12001,12001,12001,12001,12001,12001,12001,12001,12001,12001,12001,12001,12001,12001,12001
BIOCON,PUT OI,4961,4961,,,,,,,,,4882,4882,4882,4882,4882,4882,4882,4882,4882,4882,4882,4882,4882,4882,4882,4882,4882,4882,4882,4882,4882,4882
BLUESTARCO,PRICE,1558.0,1514.0,,,,,1547.68,1527.05,1480.53,1473.6,1558.0,1558.0,1558.0,1558.0,1558.0,1558.0,1558.0,1558.0,1558.0,1558.0,1558.0,1558.0,1558.0,1558.0,1558.0,1558.0,1558.0,1558.0,1558.0,1558.0,1558.0,1558.0
BLUESTARCO,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUESTARCO,CASH VOL,1336366,997496,342438,38.69,49.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUESTARCO,F&O VOL,41413,23777,,,,,,,,,41413,41413,41413,41413,41413,41413,41413,41413,41413,41413,41413,41413,41413,41413,41413,41413,41413,41413,41413,41413,41413,41413
BLUESTARCO,F&O OI,31746,31746,,,,,,,,,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260
BLUESTARCO,CALL VOL,25995,14760,,,,,,,,,25995,25995,25995,25995,25995,25995,25995,25995,25995,25995,25995,25995,25995,25995,25995,25995,25995,25995,25995,25995,25995,25995
