Symbol,Metric,PrevDay,PrevDay2,PrevLastHr,DelivPct,DelivPctPrev,Open,dTC,dBC,wTC,wBC,09:20,09:30,09:50,10:10,10:20,10:30,10:50,11:00,11:10,11:20,11:40,12:00,12:20,12:30,12:50,13:00,13:20,13:30,13:50,14:00,14:20,14:30
COALINDIA,PRICE,426.4,432.0,,,,,429.25,427.35,417.5,416.07,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0
COALINDIA,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COALINDIA,CASH VOL,3868222,8811171,1115295,47.38,62.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
COALINDIA,F&O VOL,60070,71099,,,,,,,,,60070,60070,60070,60070,60070,60070,60070,60070,60070,60070,60070,60070,60070,60070,60070,60070,60070,60070,60070,60070,60070,60070
COALINDIA,F&O OI,134030,134030,,,,,,,,,130030,130030,130030,130030,130030,130030,130030,130030,130030,130030,130030,130030,130030,130030,130030,130030,130030,130030,130030,130030,130030,130030
COALINDIA,CALL VOL,28631,33563,,,,,,,,,28631,28631,28631,28631,28631,28631,28631,28631,28631,28631,28631,28631,28631,28631,28631,28631,28631,28631,28631,28631,28631,28631
COALINDIA,CALL OI,26179,26179,,,,,,,,,25586,25586,25586,25586,25586,25586,25586,25586,25586,25586,25586,25586,25586,25586,25586,25586,25586,25586,25586,25586,25586,25586
COALINDIA,PUT VOL,21785,26057,,,,,,,,,21785,21785,21785,21785,21785,21785,21785,21785,21785,21785,21785,21785,21785,21785,21785,21785,21785,21785,21785,21785,21785,21785
COALINDIA,PUT OI,19576,19576,,,,,,,,,16831,16831,16831,16831,16831,16831,16831,16831,16831,16831,16831,16831,16831,16831,16831,16831,16831,16831,16831,16831,16831,16831
COCHINSHIP,PRICE,1381.0,1520.4,,,,,1441.0,1401.0,1495.23,1487.5,1381.0,1381.0,1381.0,1381.0,1381.0,1381.0,1381.0,1381.0,1381.0,1381.0,1381.0,1381.0,1381.0,1381.0,1381.0,1381.0,1381.0,1381.0,1381.0,1381.0,1381.0,1381.0
COCHINSHIP,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCHINSHIP,CASH VOL,6390480,1052635,1230774,40.86,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCHINSHIP,F&O VOL,115908,21104,,,,,,,,,115908,115908,115908,115908,115908,115908,115908,115908,115908,115908,115908,115908,115908,115908,115908,115908,115908,115908,115908,115908,115908,115908
COCHINSHIP,F&O OI,30361,30361,,,,,,,,,42167,42167,42167,42167,42167,42167,42167,42167,42167,42167,42167,42167,42167,42167,42167,42167,42167,42167,42167,42167,42167,42167
COCHINSHIP,CALL VOL,24365,10531,,,,,,,,,24365,24365,24365,24365,24365,24365,24365,24365,24365,24365,24365,24365,24365,24365,24365,24365,24365,24365,24365,24365,24365,24365
COCHINSHIP,CALL OI,841,5949,,,,,,,,,5250,5250,5250,5250,5250,5250,5250,5250,5250,5250,5250,5250,5250,5250,5250,5250,5250,5250,5250,5250,5250,5250
COCHINSHIP,PUT VOL,39606,4145,,,,,,,,,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606
COCHINSHIP,PUT OI,2317,3693,,,,,,,,,5119,5119,5119,5119,5119,5119,5119,5119,5119,5119,5119,5119,5119,5119,5119,5119,5119,5119,5119,5119,5119,5119
COFORGE,PRICE,1846.5,1833.1,,,,,1841.98,1832.95,1967.65,1957.35,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0,1846.0
COFORGE,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COFORGE,CASH VOL,2687329,2691550,423574,52.76,38.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
COFORGE,F&O VOL,44358,82726,,,,,,,,,44358,44358,44358,44358,44358,44358,44358,44358,44358,44358,44358,44358,44358,44358,44358,44358,44358,44358,44358,44358,44358,44358
COFORGE,F&O OI,68560,68560,,,,,,,,,67632,67632,67632,67632,67632,67632,67632,67632,67632,67632,67632,67632,67632,67632,67632,67632,67632,67632,67632,67632,67632,67632
COFORGE,CALL VOL,18111,33164,,,,,,,,,18111,18111,18111,18111,18111,18111,18111,18111,18111,18111,18111,18111,18111,18111,18111,18111,18111,18111,18111,18111,18111,18111
COFORGE,CALL OI,9502,9502,,,,,,,,,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861,8861
COFORGE,PUT VOL,11156,21382,,,,,,,,,11156,11156,11156,11156,11156,11156,11156,11156,11156,11156,11156,11156,11156,11156,11156,11156,11156,11156,11156,11156,11156,11156
COFORGE,PUT OI,10290,10290,,,,,,,,,10451,10451,10451,10451,10451,10451,10451,10451,10451,10451,10451,10451,10451,10451,10451,10451,10451,10451,10451,10451,10451,10451
COLPAL,PRICE,1797.4,1808.5,,,,,1795.27,1791.0,1850.55,1836.32,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0
COLPAL,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLPAL,CASH VOL,280878,125826,58927,58.26,59.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLPAL,F&O VOL,7246,6473,,,,,,,,,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246,7246
COLPAL,F&O OI,42726,42726,,,,,,,,,43384,43384,43384,43384,43384,43384,43384,43384,43384,43384,43384,43384,43384,43384,43384,43384,43384,43384,43384,43384,43384,43384
COLPAL,CALL VOL,3595,3856,,,,,,,,,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595
COLPAL,CALL OI,6381,6381,,,,,,,,,6630,6630,6630,6630,6630,6630,6630,6630,6630,6630,6630,6630,6630,6630,6630,6630,6630,6630,6630,6630,6630,6630
COLPAL,PUT VOL,1414,1108,,,,,,,,,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414
COLPAL,PUT OI,5829,5829,,,,,,,,,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942,5942
CONCOR,PRICE,499.25,504.15,,,,,499.11,498.82,511.38,509.12,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
CONCOR,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCOR,CASH VOL,556686,932939,139205,38.94,56.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCOR,F&O VOL,6344,4055,,,,,,,,,6344,6344,6344,6344,6344,6344,6344,6344,6344,6344,6344,6344,6344,6344,6344,6344,6344,6344,6344,6344,6344,6344
CONCOR,F&O OI,29671,29671,,,,,,,,,30103,30103,30103,30103,30103,30103,30103,30103,30103,30103,30103,30103,30103,30103,30103,30103,30103,30103,30103,30103,30103,30103
CONCOR,CALL VOL,2994,1757,,,,,,,,,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994
CONCOR,CALL OI,2980,2980,,,,,,,,,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161
CONCOR,PUT VOL,906,571,,,,,,,,,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906
CONCOR,PUT OI,2472,2472,,,,,,,,,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520
CROMPTON,PRICE,231.0,230.0,,,,,230.39,229.16,231.85,230.76,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0
CROMPTON,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROMPTON,CASH VOL,1077937,2559289,349084,42.16,51.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROMPTON,F&O VOL,6079,4787,,,,,,,,,6079,6079,6079,6079,6079,6079,6079,6079,6079,6079,6079,6079,6079,6079,6079,6079,6079,6079,6079,6079,6079,6079
CROMPTON,F&O OI,52351,52351,,,,,,,,,52865,52865,52865,52865,52865,52865,52865,52865,52865,52865,52865,52865,52865,52865,52865,52865,52865,52865,52865,52865,52865,52865
CROMPTON,CALL VOL,3119,2144,,,,,,,,,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119
CROMPTON,CALL OI,6986,6986,,,,,,,,,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259
CROMPTON,PUT VOL,1067,1082,,,,,,,,,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067
CROMPTON,PUT OI,5733,5733,,,,,,,,,5702,5702,5702,5702,5702,5702,5702,5702,5702,5702,5702,5702,5702,5702,5702,5702,5702,5702,5702,5702,5702,5702
CUMMINSIND,PRICE,5070.0,5155.0,,,,,5086.25,5075.42,5059.5,5043.17,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0,5070.0
CUMMINSIND,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMMINSIND,CASH VOL,331010,817252,126397,51.39,69.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMMINSIND,F&O VOL,12994,22524,,,,,,,,,12994,12994,12994,12994,12994,12994,12994,12994,12994,12994,12994,12994,12994,12994,12994,12994,12994,12994,12994,12994,12994,12994
CUMMINSIND,F&O OI,41519,41519,,,,,,,,,42288,42288,42288,42288,42288,42288,42288,42288,42288,42288,42288,42288,42288,42288,42288,42288,42288,42288,42288,42288,42288,42288
CUMMINSIND,CALL VOL,6914,11376,,,,,,,,,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914,6914
CUMMINSIND,CALL OI,5032,5032,,,,,,,,,5430,5430,5430,5430,5430,5430,5430,5430,5430,5430,5430,5430,5430,5430,5430,5430,5430,5430,5430,5430,5430,5430
CUMMINSIND,PUT VOL,3802,6294,,,,,,,,,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802,3802
CUMMINSIND,PUT OI,5205,5205,,,,,,,,,5371,5371,5371,5371,5371,5371,5371,5371,5371,5371,5371,5371,5371,5371,5371,5371,5371,5371,5371,5371,5371,5371
DABUR,PRICE,376.0,376.45,,,,,375.52,374.55,380.77,380.52,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0,376.0
DABUR,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DABUR,CASH VOL,863561,2119982,259885,62.71,64.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
DABUR,F&O VOL,8267,15556,,,,,,,,,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267,8267
DABUR,F&O OI,51953,51953,,,,,,,,,51745,51745,51745,51745,51745,51745,51745,51745,51745,51745,51745,51745,51745,51745,51745,51745,51745,51745,51745,51745,51745,51745
DABUR,CALL VOL,4154,8158,,,,,,,,,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154
DABUR,CALL OI,8309,8309,,,,,,,,,8315,8315,8315,8315,8315,8315,8315,8315,8315,8315,8315,8315,8315,8315,8315,8315,8315,8315,8315,8315,8315,8315
DABUR,PUT VOL,1761,3402,,,,,,,,,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761
DABUR,PUT OI,6852,6852,,,,,,,,,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810,6810
DALBHARAT,PRICE,1746.6,1745.3,,,,,1741.57,1731.5,1771.0,1756.53,,,,,,,,,,,,,,,,,,,,,,
DALBHARAT,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALBHARAT,CASH VOL,41100,79405,16921,44.4,41.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALBHARAT,F&O VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALBHARAT,F&O OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALBHARAT,CALL VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALBHARAT,CALL OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALBHARAT,PUT VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALBHARAT,PUT OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELHIVERY,PRICE,439.0,447.7,,,,,441.12,439.71,457.83,457.7,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0
DELHIVERY,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELHIVERY,CASH VOL,1047933,1333939,256384,48.12,53.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELHIVERY,F&O VOL,7488,4672,,,,,,,,,7488,7488,7488,7488,7488,7488,7488,7488,7488,7488,7488,7488,7488,7488,7488,7488,7488,7488,7488,7488,7488,7488
DELHIVERY,F&O OI,21381,21381,,,,,,,,,21678,21678,21678,21678,21678,21678,21678,21678,21678,21678,21678,21678,21678,21678,21678,21678,21678,21678,21678,21678,21678,21678
DELHIVERY,CALL VOL,2608,1484,,,,,,,,,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,,2608,2608
DELHIVERY,CALL OI,1737,1737,,,,,,,,,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,,2106,2106
DELHIVERY,PUT VOL,2201,1164,,,,,,,,,2201,2201,2201,2201,2201,2201,2201,2201,2201,2201,2201,2201,2201,2201,2201,2201,2201,2201,2201,,2201,2201
DELHIVERY,PUT OI,2862,2862,,,,,,,,,3008,3008,3008,3008,3008,3008,3008,3008,3008,3008,3008,3008,3008,3008,3008,3008,3008,3008,3008,,3008,3008
DIVISLAB,PRICE,9322.0,9438.5,,,,,9362.75,9335.58,9199.5,9133.17,9322.0,9322.0,9322.0,9322.0,9322.0,9322.0,9322.0,9322.0,9322.0,9322.0,9322.0,9322.0,9322.0,9322.0,9322.0,9322.0,9322.0,9322.0,9322.0,9322.0,9322.0,9322.0
DIVISLAB,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVISLAB,CASH VOL,516756,338181,91533,75.46,48.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVISLAB,F&O VOL,48771,49531,,,,,,,,,48771,48771,48771,48771,48771,48771,48771,48771,48771,48771,48771,48771,48771,48771,48771,48771,48771,48771,48771,48771,48771,48771
DIVISLAB,F&O OI,75706,75706,,,,,,,,,76861,76861,76861,76861,76861,76861,76861,76861,76861,76861,76861,76861,76861,76861,76861,76861,76861,76861,76861,76861,76861,76861
DIVISLAB,CALL VOL,20087,20509,,,,,,,,,20087,20087,20087,20087,20087,20087,20087,20087,20087,20087,20087,20087,20087,20087,20087,20087,20087,20087,20087,,20087,20087
DIVISLAB,CALL OI,15166,15166,,,,,,,,,14964,14964,14964,14964,14964,14964,14964,14964,14964,14964,14964,14964,14964,14964,14964,14964,14964,14964,14964,,14964,14964
DIVISLAB,PUT VOL,14013,15368,,,,,,,,,14013,14013,14013,14013,14013,14013,14013,14013,14013,14013,14013,14013,14013,14013,14013,14013,14013,14013,14013,,14013,14013
DIVISLAB,PUT OI,10598,10598,,,,,,,,,9986,9986,9986,9986,9986,9986,9986,9986,9986,9986,9986,9986,9986,9986,9986,9986,9986,9986,9986,,9986,9986
DIXON,PRICE,13425.0,13500.0,,,,,13361.67,13235.0,14370.0,14283.33,13425.0,13425.0,13425.0,13425.0,13425.0,13425.0,13425.0,13425.0,13425.0,13425.0,13425.0,13425.0,13425.0,13425.0,13425.0,13425.0,13425.0,13425.0,13425.0,13425.0,13425.0,13425.0
DIXON,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIXON,CASH VOL,549928,467984,81701,45.45,34.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIXON,F&O VOL,165990,186710,,,,,,,,,165990,165990,165990,165990,165990,165990,165990,165990,165990,165990,165990,165990,165990,165990,165990,165990,165990,165990,165990,165990,165990,165990
DIXON,F&O OI,150458,150458,,,,,,,,,152379,152379,152379,152379,152379,152379,152379,152379,152379,152379,152379,152379,152379,152379,152379,152379,152379,152379,152379,152379,152379,152379
DIXON,CALL VOL,76227,69856,,,,,,,,,76227,76227,76227,76227,76227,76227,76227,76227,76227,76227,76227,76227,76227,76227,76227,76227,76227,76227,76227,,76227,76227
DIXON,CALL OI,26071,26071,,,,,,,,,28077,28077,28077,28077,28077,28077,28077,28077,28077,28077,28077,28077,28077,28077,28077,28077,28077,28077,28077,,28077,28077
DIXON,PUT VOL,47662,55875,,,,,,,,,47662,47662,47662,47662,47662,47662,47662,47662,47662,47662,47662,47662,47662,47662,47662,47662,47662,47662,47662,,47662,47662
DIXON,PUT OI,18235,18235,,,,,,,,,18541,18541,18541,18541,18541,18541,18541,18541,18541,18541,18541,18541,18541,18541,18541,18541,18541,18541,18541,,18541,18541
DLF,PRICE,644.5,655.85,,,,,643.23,640.7,678.11,670.52,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0,644.0
DLF,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLF,CASH VOL,4502321,2509591,1187261,46.21,45.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLF,F&O VOL,54002,28034,,,,,,,,,54002,54002,54002,54002,54002,54002,54002,54002,54002,54002,54002,54002,54002,54002,54002,54002,54002,54002,54002,54002,54002,54002
DLF,F&O OI,69192,69192,,,,,,,,,71429,71429,71429,71429,71429,71429,71429,71429,71429,71429,71429,71429,71429,71429,71429,71429,71429,71429,71429,71429,71429,71429
DLF,CALL VOL,23203,10093,,,,,,,,,23203,23203,23203,23203,23203,23203,23203,23203,23203,23203,23203,23203,23203,23203,23203,23203,23203,23203,23203,,23203,23203
DLF,CALL OI,5055,5055,,,,,,,,,6369,6369,6369,6369,6369,6369,6369,6369,6369,6369,6369,6369,6369,6369,6369,6369,6369,6369,6369,,6369,6369
DLF,PUT VOL,18233,8419,,,,,,,,,18233,18233,18233,18233,18233,18233,18233,18233,18233,18233,18233,18233,18233,18233,18233,18233,18233,18233,18233,,18233,18233
DLF,PUT OI,4955,4955,,,,,,,,,5791,5791,5791,5791,5791,5791,5791,5791,5791,5791,5791,5791,5791,5791,5791,5791,5791,5791,5791,,5791,5791
DMART,PRICE,3688.0,3690.0,,,,,3684.7,3678.1,3785.0,3775.0,3688.0,3688.0,3688.0,3688.0,3688.0,3688.0,3688.0,3688.0,3688.0,3688.0,3688.0,3688.0,3688.0,3688.0,3688.0,3688.0,3688.0,3688.0,3688.0,3688.0,3688.0,3688.0
DMART,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMART,CASH VOL,710188,265194,239364,64.45,55.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMART,F&O VOL,26226,15002,,,,,,,,,26226,26226,26226,26226,26226,26226,26226,26226,26226,26226,26226,26226,26226,26226,26226,26226,26226,26226,26226,26226,26226,26226
DMART,F&O OI,59695,59695,,,,,,,,,61180,61180,61180,61180,61180,61180,61180,61180,61180,61180,61180,61180,61180,61180,61180,61180,61180,61180,61180,61180,61180,61180
DMART,CALL VOL,11483,7089,,,,,,,,,11483,11483,11483,11483,11483,11483,11483,11483,11483,11483,11483,11483,11483,11483,11483,11483,11483,11483,11483,,11483,11483
DMART,CALL OI,8178,8178,,,,,,,,,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,8010,,8010,8010
DMART,PUT VOL,5951,3324,,,,,,,,,5951,5951,5951,5951,5951,5951,5951,5951,5951,5951,5951,5951,5951,5951,5951,5951,5951,5951,5951,,5951,5951
DMART,PUT OI,6691,6691,,,,,,,,,7142,7142,7142,7142,7142,7142,7142,7142,7142,7142,7142,7142,7142,7142,7142,7142,7142,7142,7142,,7142,7142
DRREDDY,PRICE,1165.5,1143.0,,,,,1162.33,1156.0,1160.95,1154.32,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0,1165.0
DRREDDY,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRREDDY,CASH VOL,2403285,1684792,621326,38.16,74.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRREDDY,F&O VOL,91886,15690,,,,,,,,,91886,91886,91886,91886,91886,91886,91886,91886,91886,91886,91886,91886,91886,91886,91886,91886,91886,91886,91886,91886,91886,91886
DRREDDY,F&O OI,55870,55870,,,,,,,,,57692,57692,57692,57692,57692,57692,57692,57692,57692,57692,57692,57692,57692,57692,57692,57692,57692,57692,57692,57692,57692,57692
DRREDDY,CALL VOL,56290,8389,,,,,,,,,56290,56290,56290,56290,56290,56290,56290,56290,56290,56290,56290,56290,56290,56290,56290,56290,56290,56290,56290,,56290,56290
DRREDDY,CALL OI,8004,8004,,,,,,,,,7549,7549,7549,7549,7549,7549,7549,7549,7549,7549,7549,7549,7549,7549,7549,7549,7549,7549,7549,,7549,7549
DRREDDY,PUT VOL,16150,2216,,,,,,,,,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,16150,,16150,16150
DRREDDY,PUT OI,4308,4308,,,,,,,,,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,5213,,5213,5213
EICHERMOT,PRICE,7530.0,7697.0,,,,,7581.5,7547.17,7700.25,7653.75,7530.0,7530.0,7530.0,7530.0,7530.0,7530.0,7530.0,7530.0,7530.0,7530.0,7530.0,7530.0,7530.0,7530.0,7530.0,7530.0,7530.0,7530.0,7530.0,7530.0,7530.0,7530.0
EICHERMOT,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EICHERMOT,CASH VOL,444280,289058,140368,62.66,52.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
EICHERMOT,F&O VOL,37275,27737,,,,,,,,,37275,37275,37275,37275,37275,37275,37275,37275,37275,37275,37275,37275,37275,37275,37275,37275,37275,37275,37275,37275,37275,37275
EICHERMOT,F&O OI,68445,68445,,,,,,,,,68194,68194,68194,68194,68194,68194,68194,68194,68194,68194,68194,68194,68194,68194,68194,68194,68194,68194,68194,68194,68194,68194
EICHERMOT,CALL VOL,14598,10024,,,,,,,,,14598,14598,14598,14598,14598,14598,14598,14598,14598,14598,14598,14598,14598,14598,14598,14598,14598,14598,14598,,14598,14598
EICHERMOT,CALL OI,8320,8320,,,,,,,,,9393,9393,9393,9393,9393,9393,9393,9393,9393,9393,9393,9393,9393,9393,9393,9393,9393,9393,9393,,9393,9393
EICHERMOT,PUT VOL,14190,11958,,,,,,,,,14190,14190,14190,14190,14190,14190,14190,14190,14190,14190,14190,14190,14190,14190,14190,14190,14190,14190,14190,,14190,14190
EICHERMOT,PUT OI,13858,13858,,,,,,,,,13405,13405,13405,13405,13405,13405,13405,13405,13405,13405,13405,13405,13405,13405,13405,13405,13405,13405,13405,,13405,13405
ETERNAL,PRICE,323.5,322.1,,,,,322.47,320.43,325.65,323.72,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0
ETERNAL,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETERNAL,CASH VOL,22712054,15557911,5972103,57.46,59.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETERNAL,F&O VOL,61947,33734,,,,,,,,,61947,61947,61947,61947,61947,61947,61947,61947,61947,61947,61947,61947,61947,61947,61947,61947,61947,61947,61947,61947,61947,61947
ETERNAL,F&O OI,104276,104276,,,,,,,,,103776,103776,103776,103776,103776,103776,103776,103776,103776,103776,103776,103776,103776,103776,103776,103776,103776,103776,103776,103776,103776,103776
ETERNAL,CALL VOL,29468,15964,,,,,,,,,29468,29468,29468,29468,29468,29468,29468,29468,29468,29468,29468,29468,29468,29468,29468,29468,29468,29468,29468,,29468,29468
ETERNAL,CALL OI,22332,22332,,,,,,,,,22129,22129,22129,22129,22129,22129,22129,22129,22129,22129,22129,22129,22129,22129,22129,22129,22129,22129,22129,,22129,22129
ETERNAL,PUT VOL,18702,10778,,,,,,,,,18702,18702,18702,18702,18702,18702,18702,18702,18702,18702,18702,18702,18702,18702,18702,18702,18702,18702,18702,,18702,18702
ETERNAL,PUT OI,10275,10275,,,,,,,,,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,10526,,10526,10526
FEDERALBNK,PRICE,344.5,346.0,,,,,344.08,343.23,349.38,345.12,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0,344.0
FEDERALBNK,VWAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,CASH VOL,3188640,5314983,996241,56.28,60.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,F&O VOL,14010,12177,,,,,,,,,14010,14010,14010,14010,14010,14010,14010,14010,14010,14010,14010,14010,14010,14010,14010,14010,14010,14010,14010,14010,14010,14010
FEDERALBNK,F&O OI,52796,52796,,,,,,,,,53447,53447,53447,53447,53447,53447,53447,53447,53447,53447,53447,53447,53447,53447,53447,53447,53447,53447,53447,53447,53447,53447
FEDERALBNK,CALL VOL,6832,6114,,,,,,,,,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,6832,,6832,6832
